,nickname,R,F,M
9695,alxrdeo,131,1,145
9696,alxx54xo,43,2,300
9697,alyrics,141,1,84
9698,alyttle_i,102,1,119
9699,amaggie_aliy,141,1,101
9700,amailygn,104,1,87
9701,amamamun,15,1,51
9702,amandyfanmengn,141,1,30
9703,amangoyaoo,133,1,165
9704,amantouvivn,145,1,507
9705,amao_xuen,43,1,34
9706,amaomaolovenann,80,1,212
9707,amaoningi,12,1,222
9708,amargheri楠,43,1,116
9709,amart9,141,1,151
9710,amaruio,43,1,99
9711,amaylinn,9,1,125
9712,amdjlaon,141,1,95
9713,amelissaci,91,2,287
9714,amemo_i,85,1,144
9715,ameng1015n,37,1,94
9716,ameng_ling_chn,104,1,98
9717,amiacocn,43,1,33
9718,amichelle_gujn,104,1,263
9719,amichio,103,1,98
9720,amilkt,28,1,40
9721,aminipan7,141,1,31
9722,aminttr,141,1,220
9723,amin默,101,1,40
9724,amissssi白,43,1,99
9725,amiuhing_cm,65,1,144
9726,amolly_yn,87,1,128
9727,amonkeypigbaoo,134,1,87
9728,amorningtanmo,141,1,84
9729,amorryi,43,1,111
9730,amoyap,138,1,51
9731,amqyx,107,1,129
9732,amr_m,69,1,177
9733,amyevn,29,1,42
9734,amyrayn,69,1,149
9735,am丶anhatn,141,1,187
9736,ananact,125,1,49
9737,anicehuangn,99,1,94
9738,anichango,141,1,351
9739,annwy,62,1,94
9740,aoldcames,102,1,261
9741,aouyangwenyn,141,1,72
9742,apanpr,141,1,183
9743,apan先,104,1,191
9744,apan赓,43,1,256
9745,apaopaoniui,141,1,151
9746,aparismengnvi,141,1,74
9747,aparker_n,70,1,177
9748,apattieo,141,1,99
9749,apa鑫,104,1,247
9750,apeace_tn,104,1,31
9751,aphles,104,1,226
9752,apiggy_xuanxn,62,2,173
9753,apingzhongshui_n,141,1,87
9754,apinkyi,53,1,190
9755,apizri3,137,1,63
9756,aplutomiaomo,141,1,97
9757,apsysah,133,1,72
9758,apurples0,72,1,34
9759,apuxijo,104,1,140
9760,apwhuit,41,1,36
9761,apxlei_yn,41,1,239
9762,aqdtango,43,1,185
9763,aqinqico,54,1,260
9764,aqiulani,141,1,46
9765,aqueeny,42,1,87
9766,aquincysw,128,1,222
9767,aqwe123458,7,1,33
9768,aqyaoqo,141,1,184
9769,arachelsg,33,3,400
9770,arainroadn,122,1,52
9771,arebecc,104,1,87
9772,arebeccai,103,1,87
9773,areddawn_shangi,82,1,144
9774,arinaliuliuxn,42,1,87
9775,ari度,103,1,87
9776,ari翎,42,2,337
9777,aronlcn,23,1,148
9778,arookjn,17,1,162
9779,aruoruon,43,1,237
9780,asandy_o,43,1,169
9781,asarahx,104,1,87
9782,asaralianln,124,1,81
9783,asbqianqn,3,1,235
9784,asebastian_crysl,10,1,151
9785,aselenagod,136,1,84
9786,asg_adacn,62,1,49
9787,asharapo9,141,1,74
9788,asharoncu,141,1,115
9789,ashe1sx,127,1,34
9790,asheilan,104,1,59
9791,ashine_love_tn,104,1,196
9792,ashino_gen,104,1,121
9793,ashiyanzhangn,145,1,39
9794,ashouwang_maitn,141,1,163
9795,ashreyao,139,1,212
9796,ashuiwucann,104,1,124
9797,ashuizhonghaio,124,1,193
9798,asilisy,141,1,65
9799,asimee_xo,104,1,161
9800,asissimashimarocn,141,1,193
9801,asli尚,134,1,64
9802,asmallpii,141,1,206
9803,asomnus_y,75,1,144
9804,asonghesuiyn,104,1,177
9805,asooohar,129,1,62
9806,asotn,124,1,30
9807,ass_xiaon,141,1,31
9808,astarofsunnyy,82,1,47
9809,astaryy,123,1,192
9810,asteb,104,1,140
9811,asteeeeelm,78,1,144
9812,astroberib,14,1,144
9813,astxuanxn,43,1,117
9814,asubangln,85,1,149
9815,asummershan,140,1,79
9816,asunnie_yuanyn,139,1,79
9817,asunwun,136,1,61
9818,asuoge2,41,1,208
9819,asuoli1,141,1,177
9820,asuperann,141,1,30
9821,asuperduandn,141,1,218
9822,asviaaa,7,1,94
9823,asweetdann,42,1,163
9824,asxaoo,32,1,30
9825,asxwendyn,43,1,89
9826,asybilnn,130,1,72
9827,asympathy_dn,138,1,72
9828,ataidybr,141,1,236
9829,atastyy,141,1,227
9830,atboy,43,1,129
9831,athus,12,2,494
9832,atianrunhotn,42,1,78
9833,atiansin,63,1,144
9834,atigern,43,1,141
9835,atinnan,134,1,63
9836,atouqixn,6,1,30
9837,atriek,49,1,232
9838,atutujuanjn,91,1,94
9839,atutushuo,141,1,73
9840,aty2000yn,43,1,140
9841,atzshiyn,21,1,112
9842,avaliakingpr,114,1,144
9843,avanes雨,126,1,220
9844,averabr,76,1,41
9845,avickisr,7,1,33
9846,avicky7n,141,1,97
9847,avie,87,2,367
9848,avinsym,141,1,34
9849,avipsunn,43,1,87
9850,aviscabara,128,1,87
9851,aviviany,104,1,263
9852,avvshaon,99,1,201
9853,avvsn,42,1,87
9854,awangjy,43,3,214
9855,awanshanmeiaiwujn,55,1,157
9856,awawahah,71,1,182
9857,awendyloveshangi,4,3,364
9858,awenjie_o,60,1,94
9859,awildwendyt,93,1,39
9860,awister妍,15,1,174
9861,awmdsr,42,1,89
9862,awoaishe7,26,1,234
9863,awoaivis,104,1,131
9864,awoerxini,43,1,87
9865,awoniutn,133,1,199
9866,awoxuanchaoi,135,1,82
9867,awucaii,104,1,142
9868,awudansn,104,1,207
9869,awurun,141,1,79
9870,axiamimaii,141,1,74
9871,axian,132,1,140
9872,axiaohukuaio,141,1,89
9873,axiaotong_jo,78,1,202
9874,axiaoyangrann,20,1,70
9875,axiaoyouto,126,1,31
9876,axibu,43,1,87
9877,axiin,43,3,389
9878,axilingchengo,43,1,232
9879,axingfuld,129,1,123
9880,axinj4,17,1,40
9881,axiongnien,131,1,270
9882,axiubingyn,140,1,63
9883,axixibearbr,104,1,152
9884,axucui_ken,132,1,256
9885,axucunminfai,53,1,183
9886,axyan,129,1,200
9887,ay10,141,1,31
9888,ay_yo,141,1,69
9889,ayani8,127,1,72
9890,ayaobinzo,97,1,124
9891,ayaoruijn,102,1,204
9892,ayaqianyn,102,1,87
9893,aya萱,122,1,89
9894,ayefengn,141,1,139
9895,ayijiangzo,93,1,94
9896,ayileiqo,10,1,149
9897,ayingyingxn,43,1,207
9898,ayipco,104,1,216
9899,ayjfbr,141,1,67
9900,ayqwkaa,87,1,170
9901,ayqymyt,62,1,94
9902,ayunduyn,131,1,160
9903,ayunnixn,38,1,208
9904,ayyhaico,22,1,169
9905,az2g,141,1,255
9906,azertl,141,1,267
9907,azhangz_zi_n,141,1,89
9908,azhanlingi,122,1,117
9909,azhishenglann,6,1,79
9910,azhiyuzhisn,141,1,65
9911,azhounano,104,1,101
9912,azhou飘po,129,1,82
9913,azhu1n,104,1,87
9914,azhuangsiyn,5,1,34
9915,azhulian_niannn,122,1,249
9916,azhumaobaoo,48,1,110
9917,azihedann,104,1,174
9918,azkzhani,134,1,38
9919,azlpy,71,1,94
9920,azpyn,104,1,87
9921,azxxiaoo,141,1,82
9922,azysxiaogi,89,1,119
9923,a一片云qn,86,1,62
9924,a冉丹rann,10,1,244
9925,a凌乱i,102,1,107
9926,a刘克e,7,1,94
9927,a刘晓丹n,141,1,119
9928,a刘艳_jon,43,1,60
9929,a咪咪sr,25,1,244
9930,a啦啦嘿y,132,1,172
9931,a夏梦sun,57,1,37
9932,a大圈daqn,104,1,33
9933,a大梦想家crysl,103,1,33
9934,a奶麦wan,136,1,74
9935,a妮妮susano,65,1,73
9936,a孙h,99,1,248
9937,a小小不点y,134,1,237
9938,a小幽o,43,1,87
9939,a小歪帽catt,3,1,123
9940,a尘薰t,132,1,87
9941,a幸福的haoi,136,1,103
9942,a建湖sol,4,2,331
9943,a张小tiantn,123,2,199
9944,a张张_xiaoxo,141,1,230
9945,a张慧,132,1,72
9946,a徒有虚肉t,43,1,87
9947,a恒星的心sr,43,1,119
9948,a我是baobaobaoo,103,2,262
9949,a我是文文n,141,1,84
9950,a拓海y,6,2,304
9951,a挚爱姗tc,93,1,194
9952,a旧时光_o,76,1,214
9953,a晴天小猪n,141,1,84
9954,a曼珠沙华vivn,126,1,186
9955,a橙子i,5,1,34
9956,a法克menl,141,1,233
9957,a泡泡caii,104,1,87
9958,a波斯t,43,1,168
9959,a涛涛y,72,1,99
9960,a王姝文sn,6,1,45
9961,a王灵婧t,138,1,34
9962,a环虹y,97,1,149
9963,a琴,103,1,87
9964,a甜心n,30,1,168
9965,a真真xh,125,1,79
9966,a神奇nana,5,1,136
9967,a笑哈哈_hanh,9,1,180
9968,a肖crysl,133,1,219
9969,a胖胖yann,133,1,263
9970,a自然卷cb,139,1,87
9971,a芊金baoo,71,1,94
9972,a葱猫car,135,1,96
9973,a薛纸槐n,43,2,370
9974,a软糖_t,127,1,201
9975,a远雷i,123,1,84
9976,a锦瑟y,75,1,221
9977,a阿哲baoo,21,2,189
9978,a陈eterl,98,1,213
9979,a雁南飞i,141,1,34
9980,a魅杨sur,133,1,251
9981,a默默_br,104,1,195
9982,b1985blueby,129,1,54
9983,b2010ho,104,1,109
9984,b505513610lo,104,1,126
9985,b52w,141,1,79
9986,b78205l,137,1,42
9987,b888zheni,20,1,177
9988,ballaj,81,1,150
9989,bamaeo,122,1,87
9990,bamberby,137,1,64
9991,bannake,2,1,40
9992,barthurbe,41,1,145
9993,basrayby,104,1,140
9994,bastrid3,104,1,131
9995,bavrilbe,141,1,149
9996,bazchanu,141,1,79
9997,bbaleibi,102,1,247
9998,bbea2,23,1,44
9999,bcallofby,61,1,30
10000,bcarolij,133,1,70
10001,bccddab,97,1,99
10002,bcissybe,15,1,193
10003,bcjtj,3,1,94
10004,bdami_e,104,1,144
10005,bdevii,74,1,144
10006,bdgjingyiby,88,1,49
10007,bearsb,7,1,94
10008,bechoao,133,1,234
10009,bevb,43,1,87
10010,bflora_l,67,1,190
10011,bgeckh,122,2,308
10012,bgloomb,43,1,257
10013,bguimeike,141,1,35
10014,bhanxuanxuan2005c,104,2,375
10015,bicemand,40,1,178
10016,biikoby,86,1,149
10017,birisduby,104,1,183
10018,bjasmineebe,7,2,318
10019,bjuliakonj,104,1,204
10020,bkccca,18,1,136
10021,bkhoukha_bi,139,1,205
10022,blavendery,122,1,67
10023,blazada2,88,1,126
10024,blgb,126,1,105
10025,blittlelinb,141,2,344
10026,bliuyuedey,72,1,94
10027,bllbobollbo,71,1,34
10028,blovekidhe,131,1,34
10029,blove希望by,141,1,40
10030,bluluandgay,43,2,251
10031,bmichelleby,127,1,85
10032,bnick_by,43,1,87
10033,bopiumby,61,1,144
10034,bpeggby,104,1,87
10035,bpiggy123by,93,1,96
10036,bprintby,104,1,87
10037,brobbyb,12,1,144
10038,broyo,116,1,144
10039,bsamcy,128,1,34
10040,bsharonntoy,104,1,144
10041,bshmhby,140,1,122
10042,bshy,1,1,144
10043,bsoinati,19,1,40
10044,bsophiebe,4,1,126
10045,bsoyi,64,1,144
10046,bsunsunby,127,1,157
10047,bsweethe1,126,1,244
10048,bsweetminby,114,1,242
10049,btnncnb8,141,1,72
10050,btt_by,132,1,87
10051,btwotwoba,7,1,94
10052,bvenusu,138,1,87
10053,bwangjinglio,141,1,79
10054,bwif_by,7,1,94
10055,bwmdt,103,1,241
10056,byikooby,11,1,144
10057,byiminby,124,1,167
10058,byukileb,141,1,97
10059,bzengjingyiay,122,1,185
10060,bzrwby,139,1,87
10061,bzy二丫by,103,1,121
10062,b冯小勇c,100,1,48
10063,b墨璐liy,104,1,87
10064,b小周by,104,1,89
10065,b小洁儿by,70,1,49
10066,b小苏苏by,141,1,50
10067,b小茵茵2,141,1,82
10068,b小虎b,6,2,382
10069,b帅宝o,32,1,259
10070,b悠悠c,43,1,113
10071,b文儿succa,102,1,78
10072,b最爱十y,141,1,83
10073,b涂炭c,125,1,152
10074,b玉米虫c,141,1,79
10075,b睡着星,93,1,94
10076,b粉红娘娘b,132,1,72
10077,b红彤彤宝贝by,102,1,165
10078,b费晓龙c,3,1,46
10079,b赵小钰by,38,1,235
10080,b轩b,72,1,94
10081,b静儿2,141,1,79
10082,c000e,141,1,253
10083,c1012742353c,139,1,63
10084,c1040833871ad,66,1,195
10085,c13092c,30,1,263
10086,c13134561307x,43,1,87
10087,c1558906600x,67,1,170
10088,c1835858172l,11,1,155
10089,c28mah,7,1,234
10090,c315097835s,84,1,126
10091,c668382h,141,1,177
10092,c93767q,123,1,122
10093,cadd_lawree,43,1,87
10094,cagatc,59,1,144
10095,canastasia_sty,5,1,125
10096,cangefe,103,1,139
10097,cangelineci,141,1,168
10098,capple169s,38,2,254
10099,cautism_sherlk,130,1,36
10100,cautumnjoe,141,1,79
10101,cayumie,140,1,244
10102,cbabe_jessa,102,1,99
10103,cbaobeic,23,1,89
10104,cbarryprie,135,1,171
10105,cbuptkk,136,1,69
10106,ccane,136,1,84
10107,ccanvoe,133,1,84
10108,ccccllllllc,141,1,261
10109,cceafa,131,1,79
10110,cchicpul,141,1,87
10111,cchildjessa,141,1,79
10112,ccocosco,7,1,94
10113,ccolourfulchae,104,1,89
10114,ccoolwih,22,1,104
10115,ccosplayl,91,1,34
10116,ccynothiny,32,1,139
10117,ccynpeh,4,2,183
10118,cdaisy8n,124,1,50
10119,cdanielc,141,1,154
10120,cdbb520y,104,1,127
10121,cdew_e,104,1,87
10122,celevenn,102,1,87
10123,cendlesx,117,1,144
10124,cfdc,37,1,47
10125,cfigotrk,113,1,194
10126,cfionashrk,104,1,87
10127,cfionawih,86,1,144
10128,cfionay,141,1,69
10129,cfish198n,23,1,119
10130,cflygalacta,72,1,49
10131,cgaorel,141,1,220
10132,cgarfieldbk,141,1,157
10133,cginc,130,1,227
10134,cgzjl,140,1,149
10135,chainane,4,1,34
10136,channa陈,4,1,99
10137,chh5305n,57,1,201
10138,chirebea,16,1,240
10139,chongyaqif,91,1,94
10140,chothotco,78,1,40
10141,chpwih,77,1,144
10142,cil4,42,1,143
10143,cilie,11,1,165
10144,cjackyembla,99,1,30
10145,cjane198l,127,1,205
10146,cjanet0820x,141,1,87
10147,cjare,41,1,41
10148,cjeannec,84,1,58
10149,cjessiewanp,99,1,99
10150,cjexn,66,1,176
10151,cjiakcechonn,133,1,30
10152,cjiankangc,41,1,236
10153,cjinjj,5,1,64
10154,cjobfe,55,1,32
10155,cjssj,76,1,140
10156,cjulia_tolmh,2,1,148
10157,cjunkelovepee,104,1,230
10158,cjustpeh,102,1,173
10159,ckasavie,62,1,33
10160,ckevinkc,141,1,87
10161,ckk0611n,43,1,126
10162,ckkccnc,12,1,49
10163,cklaiy,38,1,129
10164,cklmysw,53,1,144
10165,ckndey,121,1,203
10166,claunay,141,1,162
10167,clecovop,141,1,188
10168,cleog,59,1,147
10169,cli_valea,43,1,103
10170,clibin520y,62,1,99
10171,clidc,43,1,194
10172,cliujesa,126,1,42
10173,cliujn,2,1,49
10174,clxjwih,114,1,230
10175,clzygoodlk,7,1,34
10176,cmach,131,1,225
10177,cmadworldc,139,1,227
10178,cmagg婷,4,1,107
10179,cmailtz,117,1,183
10180,cmavis_c,105,1,97
10181,cmengyuc,141,1,72
10182,cmerchantofvene,141,1,249
10183,cmerciy,7,1,74
10184,cmidici,99,1,179
10185,cmintale,43,1,87
10186,cmiryo,131,1,154
10187,cmissbre,10,1,162
10188,cmiss甜妞儿o,23,1,89
10189,cmomoh,124,1,31
10190,cmoony,138,1,108
10191,cndyt,43,1,96
10192,cneuron,91,1,149
10193,cnicolo,72,1,99
10194,cocn,105,1,87
10195,comgjy,125,1,153
10196,conly_rebea,43,1,33
10197,cozoczua,104,1,117
10198,cpetiy,104,1,57
10199,cpinktopeh,67,1,235
10200,cpoisony,137,1,64
10201,cprincess_cy,104,1,87
10202,cqepvc6,133,1,163
10203,cqingfe,62,1,94
10204,crain_e,7,1,119
10205,crainanc,103,1,154
10206,crebby,141,1,72
10207,crita_y,62,1,116
10208,cronglik,7,2,79
10209,crubyz,71,1,94
10210,crunquk,43,1,39
10211,csainac,91,1,94
10212,csanrio,43,4,674
10213,csatanlovejk,43,1,218
10214,cscsc3,60,1,46
10215,cser5,75,1,40
10216,cshellinx,115,1,38
10217,csherlockbrilliae,141,1,84
10218,cshirleywq,125,1,173
10219,csissiannachenc,104,2,350
10220,csojue,85,1,172
10221,cspq,134,1,30
10222,css_s,124,1,194
10223,cstaceyq,119,1,144
10224,csueh,103,1,178
10225,csunnyvi,123,1,215
10226,csunwin,103,1,112
10227,csupershanne,79,1,149
10228,csxnj,20,1,49
10229,csya唯,124,1,268
10230,csyic,101,1,210
10231,csyuzici,7,1,34
10232,cszch,136,1,84
10233,cszw,88,1,171
10234,ct_t_chay,97,1,40
10235,ctdgre,104,1,87
10236,cthelittleo,41,2,284
10237,ctico_to,104,1,96
10238,ctih,25,1,59
10239,ctrmorepeh,104,1,87
10240,ctxlae,26,2,108
10241,cvalc,141,1,50
10242,cvegginc,89,1,253
10243,cviki2peh,140,1,87
10244,cvivij,141,1,74
10245,cwcls,118,1,211
10246,cwean,42,1,30
10247,cwei_jessa,141,1,63
10248,cweiljoe,122,1,63
10249,cwindswithvoe,125,1,229
10250,cwklbae,141,1,257
10251,cwxytry,126,1,119
10252,cxipk,17,1,40
10253,cxql_p,91,1,180
10254,cxuejey,134,1,201
10255,cxxl198n,102,1,246
10256,cyang_jessa,123,1,211
10257,cyangsn,5,1,81
10258,cyelle,104,1,152
10259,cyiyi0916_lk,26,1,144
10260,cyjfcjjy,2,1,134
10261,cyourggre,141,1,131
10262,cyuxiapua,132,1,215
10263,czerofror,7,1,99
10264,czhanghanyn,29,1,134
10265,czmny,43,1,89
10266,czuln,68,1,194
10267,czwyjs,120,1,155
10268,c么么ad,141,1,60
10269,c你好晴天j,95,1,149
10270,c准美ad,103,1,87
10271,c可爱的猫co,93,1,179
10272,c吐泡泡的鱼y,23,1,251
10273,c啦j,104,1,73
10274,c坚强的j,141,1,76
10275,c堡垒spe,113,1,149
10276,c大美吕y,141,1,84
10277,c天空toh,114,1,240
10278,c宁萌ci,141,1,171
10279,c寒号s,72,1,138
10280,c小小小婷c,42,1,130
10281,c小闹猫gre,136,1,198
10282,c就叫qqh,141,1,79
10283,c张雅y,103,1,143
10284,c恶魔奶爸ae,122,1,122
10285,c扣扣扣co,122,1,63
10286,c文堇joe,23,1,171
10287,c斌斌有礼b,121,1,238
10288,c新感觉e,101,1,33
10289,c时尚教主perft,12,1,162
10290,c暖暖mah,104,1,102
10291,c枫s,122,1,198
10292,c欧嘟嘟gre,4,2,293
10293,c沐小雅x,126,1,65
10294,c沫色ck,0,1,186
10295,c浪淘n,85,1,149
10296,c潇湘夜雨w,130,1,64
10297,c灵馨儿j,85,1,149
10298,c牛牛rebea,126,1,158
10299,c王琦a4,141,1,152
10300,c田成try,50,1,214
10301,c米饭ci,130,2,258
10302,c糖油粑f,134,1,33
10303,c紫玫瑰co,135,1,173
10304,c纯真innocee,101,1,156
10305,c臭明,72,1,94
10306,c苏x,132,1,87
10307,c苏格sugerdih,104,1,89
10308,c蚊_t,147,1,226
10309,c迷迭香nay,30,1,140
10310,c迷迷糊j,141,1,31
10311,c陆小蛋silee,69,1,144
10312,c陈超y,41,1,227
10313,c隐林joe,128,1,82
10314,c雪诺惜ad,93,1,210
10315,c静若繁d,61,1,136
10316,c顾小c,72,1,293
10317,c飘月mona,62,2,358
10318,c麦兜nay,141,1,215
10319,c黄jk,104,1,89
10320,d0cc0,141,1,62
10321,d702085307da,60,1,49
10322,dandyre,141,1,43
10323,dbasr,104,1,139
10324,dbelieveabe,102,1,128
10325,dblackg,43,1,117
10326,dbnux,43,1,89
10327,dboboado,141,1,65
10328,dcadoy,136,1,79
10329,dcateatcay,141,1,64
10330,dchenjinmely,141,1,74
10331,dcinderellagx,141,1,64
10332,dcocojy,125,2,251
10333,dcreaseda,141,1,45
10334,dcyclond,112,1,249
10335,ddandanciy,103,1,87
10336,ddashiwe,17,1,40
10337,dddb,23,1,89
10338,dddgc,141,1,226
10339,ddeng7,43,2,219
10340,ddnd,141,1,30
10341,ddylixuay,43,1,87
10342,denyado,132,1,50
10343,dfairywo2,71,1,108
10344,dgiggh,27,2,543
10345,dgo锦,86,1,163
10346,dguitarmely,104,1,237
10347,dholidat,141,1,222
10348,dicela君,132,1,139
10349,dideala,141,1,156
10350,didoi,5,1,112
10351,dipod,138,1,35
10352,divyhuabe,141,1,82
10353,djiei,83,1,162
10354,djoycei,125,1,31
10355,dju_di_jy,135,1,82
10356,djunewi,141,1,111
10357,dkikol,136,1,104
10358,dkoya,104,1,87
10359,dlafy,141,1,84
10360,dlany,128,1,63
10361,dlately,22,1,89
10362,dliebecia,133,1,135
10363,dlilyic,104,1,142
10364,dlinustoria,137,1,159
10365,dllj_cay,103,1,154
10366,dlnatai,58,1,124
10367,dloi,62,1,136
10368,dmarcociy,117,1,149
10369,dmariai,102,2,151
10370,dmonicay,28,1,144
10371,dmyredte,104,1,87
10372,dnett_amaa,20,1,191
10373,dnizm,141,1,72
10374,dnlwiy,104,1,164
10375,doctcay,141,1,65
10376,dogj,93,2,348
10377,dorangeu,104,1,140
10378,doyxoyd,79,1,247
10379,dpaipaiciy,134,1,96
10380,dpanxuaa,121,1,211
10381,dpau,23,1,35
10382,dpinganc25,104,1,231
10383,dpinkgirlsiy,133,1,31
10384,dpotato_mai,104,1,278
10385,dpycjcay,86,1,149
10386,drayab,141,1,82
10387,drendu,129,1,192
10388,dsaea,37,1,240
10389,dsandydi,104,1,198
10390,dshiwenwiy,85,1,183
10391,dsho,137,1,69
10392,dshshg,12,1,149
10393,dsq999mt,141,1,69
10394,dsssd,141,1,59
10395,dsweetsmilesay,139,1,82
10396,dsxlgd,128,1,252
10397,dtcica,104,1,37
10398,dthisisjd,23,1,89
10399,dtiffanc,122,1,390
10400,dvickylovew,134,1,146
10401,dwangjieqiongsiy,104,1,89
10402,dwindypaa,4,1,94
10403,dwinterac,61,1,94
10404,dwj_jy,61,1,94
10405,dwsunnycay,97,1,177
10406,dwwwe,60,1,44
10407,dxbyappledu,104,1,66
10408,dxiaoddu,104,1,87
10409,dxiaoyingn,59,1,153
10410,dxintn,133,1,140
10411,dxsfgdhg,28,1,160
10412,dyegtech_w,4,1,68
10413,dyh_do,12,1,248
10414,dyxjt,141,1,222
10415,dyyyyyyyoul,7,1,128
10416,dzhengzhi,126,1,87
10417,dzsdx,72,1,36
10418,dzyje,103,1,255
10419,dzyjgw,124,1,136
10420,d代思w,84,1,44
10421,d企鹅cay,53,1,144
10422,d好好相d,3,1,94
10423,d宝贝海d,133,1,87
10424,d小sey,130,1,136
10425,d小丸子公主di,141,1,110
10426,d常在lapulaa,43,1,87
10427,d张小e,3,2,128
10428,d心怡mely,135,1,237
10429,d曲缘封何c,102,1,223
10430,d曾德y,144,1,214
10431,d杨莹cay,89,1,49
10432,d梦浮桥mely,56,1,149
10433,d浅色e,65,1,146
10434,d渔漫d,21,1,185
10435,d温馨家园z,10,1,40
10436,d源d,134,1,83
10437,d猪小猪jy,135,1,79
10438,d甜甜圈cay,104,1,142
10439,d粉爱cay,41,2,256
10440,d糖晓糖ciy,43,1,195
10441,d范芝may,136,1,72
10442,d莹莹siy,68,1,318
10443,d菲菲shy,84,1,149
10444,d铁头妹amaa,141,1,69
10445,e0lingjiai,141,1,232
10446,e1szes1,131,1,52
10447,e2012xiaowenn,7,1,86
10448,e54feibaoi,61,1,157
10449,e5m,141,1,79
10450,e61牛牛hen,128,1,109
10451,e695330n,43,1,99
10452,e7smi萍,104,1,33
10453,e_ta,41,1,104
10454,e_y_,7,1,79
10455,ea_amonsr,115,1,142
10456,ea_gold_mony,141,1,78
10457,eaaappz,15,1,44
10458,eabc,10,1,167
10459,eabcd7788sumr,15,1,44
10460,eacebu,132,1,207
10461,eafuw,102,1,140
10462,eahomi0,128,1,182
10463,eairscrn,104,1,89
10464,eaiye,62,1,111
10465,eajama,116,1,168
10466,ealien_jat,27,1,144
10467,ealisann,22,1,149
10468,eallenir,23,1,149
10469,eall发,58,1,144
10470,ealphai,26,1,49
10471,ealwaysgrn,4,1,34
10472,eam_pil,104,1,244
10473,eamazonshopr,50,1,215
10474,eandersoni,131,1,87
10475,eanemo曈,5,1,99
10476,eangela_cenn,55,1,75
10477,eangelyycn,124,1,265
10478,eangrymerrr,63,1,149
10479,eanningcheni,128,1,40
10480,eantigol,104,1,33
10481,eappletogetr,43,1,228
10482,earohmas,48,1,168
10483,earwenundol,63,1,114
10484,eassi,128,1,87
10485,eassu琳,17,1,200
10486,eava8,58,1,183
10487,eayun,60,1,32
10488,ebaby小r,43,1,67
10489,ebaibaijiai,126,1,105
10490,ebann希,104,1,87
10491,ebanxin,43,1,208
10492,ebaozhizazhie,32,1,94
10493,ebarcecy,141,1,218
10494,ebatterysn,141,1,204
10495,ebeautiwonr,141,1,87
10496,ebibimony,43,1,87
10497,ebinzhouliui,102,1,136
10498,ebioqiar,75,1,168
10499,ebisu_cn,7,1,51
10500,ebjork_n,138,1,251
10501,ebobbybopp,127,1,242
10502,eboeyn,104,2,413
10503,eboorine,102,3,326
10504,ebovien,138,1,99
10505,ebunny_hen,43,1,87
10506,ecandys_cn,123,1,97
10507,ecaoyonr,23,1,30
10508,ecarcarcarn,141,1,58
10509,ecatheri喵,7,1,30
10510,eccisinvisib7,127,1,72
10511,ececis,141,1,34
10512,ecelindae,77,1,44
10513,ecelinecao宝宝qr,88,1,144
10514,echanszeyt,72,1,312
10515,echarmiecn,141,1,32
10516,echelseao,141,1,64
10517,echerry_mani,69,1,144
10518,echerryjult,32,1,99
10519,echerv,141,1,233
10520,echloeandjinr,5,1,228
10521,echocobabe,104,1,207
10522,echongy2,139,1,259
10523,echrissenn,141,1,111
10524,ecircumstances,57,2,443
10525,ecitn,141,1,63
10526,eclovec4er,22,1,243
10527,econn张,104,1,250
10528,econtend,62,1,203
10529,ecorne,86,1,38
10530,ecristylou,103,1,157
10531,ecuichengn,132,1,235
10532,ecurtcofe,4,1,94
10533,ecvhani,98,1,79
10534,ed0rn,141,1,72
10535,edaffy_e,72,1,94
10536,edengzheni,43,2,269
10537,edglichuni,6,1,99
10538,edinaha,135,1,47
10539,edingzhudingn,141,1,157
10540,edongdongdonghuin,141,1,64
10541,edorisdanl,141,1,79
10542,educr,25,1,245
10543,edvcartoor,104,1,30
10544,edzyon,146,1,218
10545,eeffc,71,1,111
10546,eeilmycn,141,1,72
10547,eelaine21,83,1,155
10548,eelaine3c,104,1,161
10549,eelaine_zhenzn,43,1,193
10550,eella_fer,135,1,130
10551,eelynne,3,1,144
10552,ee浅,140,1,122
10553,efah,43,1,30
10554,efallenfe,62,1,234
10555,efancye,43,1,87
10556,efancyfancyfancye,130,1,149
10557,efaternl,141,1,231
10558,efeifeidabaor,125,1,119
10559,efenghangxiaoi,141,1,126
10560,efiona_lusaii,104,1,87
10561,efishlauhs,72,1,132
10562,efredan,135,1,49
10563,efreegapr,61,2,716
10564,eftmssumr,43,1,201
10565,eftoti,86,1,85
10566,eggugycn,141,1,87
10567,egisely,127,1,184
10568,egoasr,126,1,84
10569,egogojini,41,1,117
10570,egrey_viot,80,1,168
10571,eguhonge,135,1,139
10572,ehan,104,1,87
10573,ehanhan2xiei,104,1,163
10574,ehanxisi,62,1,94
10575,ehappifyr,7,1,36
10576,ehazelr,72,1,94
10577,ehelloestr,127,1,54
10578,eher5,130,1,207
10579,eheroclor,141,1,135
10580,eheshuiracl,6,1,94
10581,eheyun_anl,15,1,129
10582,ehiusyur,102,1,72
10583,ehjay,122,1,126
10584,ehuangchuann,141,1,112
10585,ehuangjingxian_bod,43,1,198
10586,ehumm,141,1,72
10587,ehyjlou,141,1,63
10588,eiami_cn,151,1,39
10589,eiamyoursumr,135,1,82
10590,eili,141,1,87
10591,eimchaval,120,1,263
10592,einnisfrj,114,1,198
